Site,Year,Date,Plot,Location,Snow_cover,Water_cover,Land_cover,Total_cover,Observer,Notes,Snow_cover == as.numeric(Snow_cover)
prba,2013,7-Jun-13,11,3,NA,10,30,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,11,30,NA,30,20,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,11,31,10,30,60,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,11,32,NA,10,10,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,11,33,NA,10,10,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,11,34,NA,30,30,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,11,35,10,80,10,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,11,36,10,80,10,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,11,37,NA,10,10,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,11,38,NA,50,20,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,11,39,NA,0,10,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,11,4,NA,0,20,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,11,40,10,10,80,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,11,5,NA,0,20,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,11,6,NA,0,10,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,11,7,NA,10,70,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,11,8,NA,10,10,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,11,9,NA,20,60,100,aklehr,NA,TRUE
prba,2013,7-Jun-13,1,1,NA,50,30,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,10,NA,60,20,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,11,10,60,30,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,12,0,30,70,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,13,0,40,60,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,14,0,10,90,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,15,NA,20,60,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,16,0,20,80,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,17,0,30,70,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,18,0,20,80,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,19,0,80,20,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,2,NA,20,60,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,20,0,90,10,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,21,10,70,20,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,22,10,70,20,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,23,NA,60,20,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,24,NA,20,20,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,25,10,10,80,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,26,NA,0,70,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,27,NA,0,60,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,28,NA,0,30,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,29,10,0,90,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,3,NA,20,40,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,30,NA,0,20,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,31,0,0,100,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,32,0,0,100,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,33,0,0,100,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,34,0,0,100,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,35,0,10,90,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,36,0,10,90,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,37,0,30,70,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,38,0,10,90,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,39,0,10,90,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,4,NA,0,70,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,40,0,20,80,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,5,NA,30,30,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,6,NA,20,20,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,7,NA,10,10,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,8,NA,20,40,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,1,9,100,0,0,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,1,0,60,40,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,10,10,30,60,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,11,0,40,60,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,12,NA,50,30,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,13,0,40,60,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,14,NA,30,20,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,15,10,60,30,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,16,NA,20,10,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,17,NA,40,40,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,18,NA,20,30,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,19,0,30,70,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,2,0,80,20,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,20,0,60,40,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,21,NA,10,50,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,22,0,20,80,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,23,NA,20,0,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,24,NA,0,80,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,25,10,10,80,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,26,0,20,80,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,27,0,10,90,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,28,0,30,70,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,29,0,10,90,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,3,NA,30,10,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,30,10,0,90,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,31,NA,0,80,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,32,NA,0,40,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,33,0,0,100,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,34,NA,10,10,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,35,10,80,10,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,36,NA,20,10,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,37,NA,50,20,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,38,NA,0,40,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,39,10,70,20,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,4,NA,40,10,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,40,NA,20,30,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,5,0,20,80,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,6,0,40,60,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,7,0,20,80,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,8,0,10,90,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,2,9,0,20,80,100,cdavis,NA,TRUE
prba,2013,7-Jun-13,10,1,0,30,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,10,NA,10,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,11,10,20,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,12,NA,30,40,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,13,0,20,80,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,14,NA,10,60,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,15,0,30,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,16,10,20,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,17,0,30,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,18,0,30,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,19,0,30,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,2,10,10,80,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,20,0,30,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,21,0,30,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,22,0,20,80,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,23,0,20,80,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,24,0,20,80,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,25,0,20,80,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,26,0,20,80,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,27,0,30,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,28,NA,20,60,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,29,0,30,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,3,0,50,50,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,30,0,10,90,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,31,NA,10,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,32,0,10,90,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,33,10,10,80,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,34,NA,0,80,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,35,NA,10,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,36,10,10,80,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,37,0,10,90,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,38,0,10,90,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,39,0,10,90,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,4,NA,10,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,40,0,0,100,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,5,NA,40,40,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,6,10,10,80,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,7,NA,0,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,8,NA,20,20,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,10,9,0,20,80,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,1,NA,10,60,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,10,NA,30,50,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,11,NA,10,40,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,12,NA,20,50,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,13,NA,10,60,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,14,10,20,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,15,NA,0,60,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,16,10,20,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,17,NA,0,60,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,18,NA,0,80,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,19,NA,10,60,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,2,NA,20,60,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,20,NA,0,60,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,21,NA,10,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,22,NA,0,60,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,23,NA,10,60,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,24,10,20,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,25,NA,0,60,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,26,NA,0,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,27,NA,0,40,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,28,NA,10,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,29,NA,0,60,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,3,NA,0,40,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,30,NA,20,60,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,31,NA,10,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,32,10,10,80,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,33,10,20,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,34,NA,10,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,35,NA,10,70,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,36,NA,10,30,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,37,NA,20,50,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,38,NA,30,50,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,39,NA,0,60,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,4,10,10,80,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,40,NA,20,60,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,5,NA,0,30,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,6,NA,10,60,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,7,NA,0,50,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,8,NA,30,50,100,cdavisbrobinson,NA,TRUE
prba,2013,7-Jun-13,9,9,NA,10,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,1,NA,50,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,10,NA,10,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,11,NA,20,60,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,12,NA,10,70,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,13,10,10,80,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,14,NA,10,70,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,15,NA,10,70,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,16,10,10,80,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,17,NA,10,30,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,18,NA,0,70,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,19,10,10,80,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,2,NA,10,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,20,NA,30,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,21,NA,30,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,22,0,30,70,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,23,NA,10,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,24,NA,20,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,25,10,10,80,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,26,NA,20,30,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,27,10,0,90,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,28,NA,20,60,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,29,10,10,80,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,3,NA,40,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,30,NA,30,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,31,0,20,80,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,32,NA,60,10,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,33,NA,50,10,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,34,NA,10,70,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,35,NA,30,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,36,10,30,60,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,37,10,40,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,38,NA,50,10,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,39,NA,30,30,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,4,NA,20,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,40,10,60,30,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,5,NA,40,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,6,NA,10,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,7,NA,10,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,8,NA,10,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,5,9,NA,10,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,1,NA,60,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,10,0,70,30,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,11,NA,40,0,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,12,NA,20,10,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,13,NA,50,0,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,14,NA,50,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,15,NA,50,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,16,0,40,60,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,17,0,50,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,18,0,50,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,19,NA,40,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,2,10,40,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,20,NA,20,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,21,NA,70,10,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,22,NA,20,10,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,23,NA,40,10,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,24,100,0,0,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,25,NA,10,10,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,26,NA,0,60,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,27,NA,50,30,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,28,10,20,70,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,29,NA,60,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,3,10,80,10,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,30,10,70,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,31,NA,50,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,32,NA,20,10,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,33,NA,50,30,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,34,NA,20,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,35,0,40,60,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,36,10,70,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,37,10,70,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,38,10,70,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,39,0,80,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,4,NA,40,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,40,10,80,10,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,5,0,80,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,6,NA,40,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,7,10,40,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,8,NA,40,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,6,9,0,70,30,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,1,10,10,80,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,10,NA,10,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,11,NA,40,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,12,NA,20,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,13,NA,10,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,14,NA,0,30,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,15,NA,10,30,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,16,NA,10,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,17,NA,10,60,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,18,NA,0,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,19,NA,20,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,2,NA,0,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,20,NA,0,60,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,21,10,20,70,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,22,NA,0,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,23,NA,40,10,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,24,NA,20,60,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,25,NA,40,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,26,NA,40,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,27,NA,20,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,28,10,40,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,29,NA,20,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,3,NA,10,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,30,NA,20,60,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,31,10,10,80,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,32,NA,50,30,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,33,10,10,80,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,34,NA,20,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,35,10,30,60,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,36,NA,20,10,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,37,NA,20,0,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,38,NA,20,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,39,NA,10,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,4,NA,0,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,40,NA,30,30,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,5,NA,10,60,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,6,NA,0,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,7,NA,10,60,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,8,NA,10,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,7,9,NA,10,70,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,1,10,30,60,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,10,NA,20,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,11,NA,40,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,12,NA,10,60,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,13,NA,20,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,14,10,20,70,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,15,NA,10,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,16,NA,10,70,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,17,NA,10,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,18,10,0,90,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,19,NA,10,70,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,2,0,30,70,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,20,NA,10,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,21,NA,0,30,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,22,NA,0,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,23,NA,10,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,24,NA,10,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,25,NA,10,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,26,NA,10,50,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,27,NA,10,20,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,28,NA,30,30,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,29,NA,30,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,3,10,10,80,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,30,NA,0,40,100,cdavisbrobinson,NA,TRUE
prba,2013,8-Jun-13,8,31,NA,20,30,100,cdavisbrobinson,NA,TRUE
